,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
1786,abdominal_pain_acute_lesser_3_weeks_right_upper,right_lung_pneumonia,อายุ46-60,age_46_60,1,1.4,
1787,abdominal_pain_acute_lesser_3_weeks_right_upper,right_lung_pneumonia,อายุ61-75,age_61_75,1,1.4,
1788,abdominal_pain_acute_lesser_3_weeks_right_upper,right_lung_pneumonia,อายุ_> 76,age_>_76,1,1.4,
1789,abdominal_pain_acute_lesser_3_weeks_right_upper,right_lung_pneumonia,เบาหวาน,diabetes,1,1,
1790,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ไข้,fever,1,0.2,
1791,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ไข้สูงและหนาวสั่น,fever_with_chill,1,-1,
1792,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปวดท้องแบบเสียดแน่น,griping_pain,1,1.8,
1793,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปวดมากขึ้นเวลาหายใจเข้าลึก,painful_respiration,1,0.2,
1794,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปวดท้องร้าวไปยังสะบักขวา หรือร้าวไปหลัง,radiating_pain_to_right_shoulder_or_back,1,1,
1795,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปวดบีบบิดเป็นพักๆ พักละนานกว่า 45 นาที,long_colicky_pain_45_mins,1,2,
1796,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปวดท้องแบบบีบบิด เป็นพักๆ,colicky_pain,1,1.8,
1797,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ท้องเสีย ถ่ายเหลว,diarrhea,1,0.1,
1798,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),คลื่นไส้อาเจียน,nausea_vomiting,1,1.8,
1799,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),เบื่ออาหาร รับประทานไม่ได้,anorexia,1,0.8,
1800,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อ่อนเพลีย,fatique,1,0.2,
1801,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ท้องอืด,bloating,1,0.8,
1802,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อาหารไม่ย่อย มีลมในท้อง,flatulence,1,0.5,
1803,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ตัวเหลืองตาเหลือง,jaundice,1,-1,
1804,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปัสสาวะแสบขัด,dysuria,1,2,
1805,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ปัสสาวะปนกรวดทราย,urine_with_gravel,1,3.8,
1806,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ<_15,age_<_15,1,-1,
1807,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ15-30,age_15_30,1,0.8,
1808,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ31-45,age_31_45,1,1.2,
1809,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ46-60,age_46_60,1,1.5,
1810,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ61-75,age_61_75,1,1.6,
1811,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),อายุ_> 76,age_>_76,1,1.9,
1812,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),ความดันโลหิตสูง,hypertension,1,0.3,
1813,abdominal_pain_acute_lesser_3_weeks_right_upper,nephrolithiasis_(right),เบาหวาน,diabetes,1,0.5,
1814,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ไข้,fever,1,2,alarm
1815,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ไข้สูงและหนาวสั่น,fever_with_chill,1,3,alarm
1816,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปวดท้องแบบเสียดแน่น,griping_pain,1,0.8,alarm
1817,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปวดมากขึ้นเวลาหายใจเข้าลึก,painful_respiration,1,0.2,alarm
1818,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปวดท้องร้าวไปยังสะบักขวา หรือร้าวไปหลัง,radiating_pain_to_right_shoulder_or_back,1,2,alarm
1819,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปวดบีบบิดเป็นพักๆ พักละนานกว่า 45 นาที,long_colicky_pain_45_mins,1,1,
1820,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปวดท้องแบบบีบบิด เป็นพักๆ,colicky_pain,1,0.8,
1821,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),คลื่นไส้อาเจียน,nausea_vomiting,1,1.5,
1822,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),เบื่ออาหาร รับประทานไม่ได้,anorexia,1,1.5,
1823,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อ่อนเพลีย,fatique,1,1.2,
1824,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ตัวเหลืองตาเหลือง,jaundice,1,-1.5,
1825,neck_mass,tb,HIV,hiv,1,2,
1826,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),น้ำหนักลด,weight_loss,1,0.5,
1827,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปัสสาวะแสบขัด,dysuria,1,4,
1828,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปัสสาวะสีเข้มขึ้น,dark_urine,1,0.8,
1829,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),ปัสสาวะปนกรวดทราย,urine_with_gravel,1,1,
1830,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),เพศหญิง,female,1,0.7,
1831,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ<_15,age_<_15,1,0,
1832,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ15-30,age_15_30,1,1.5,
1833,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ31-45,age_31_45,1,1.2,
1834,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ46-60,age_46_60,1,1.3,
1835,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ61-75,age_61_75,1,1.7,
1836,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),อายุ_> 76,age_>_76,1,1.5,
1837,abdominal_pain_acute_lesser_3_weeks_right_upper,pyelonephritis_(right),เบาหวาน,diabetes,1,0.8,
1838,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ถ่ายดำ,maroon_stool,1,1.2,
1839,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,0.8,
1840,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อาเจียนเป็นเลือด,blood_vomt,1,1.5,
1841,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ไข้,fever,1,-1,
1842,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ไข้สูงและหนาวสั่น,fever_with_chill,1,-3,
1843,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,เจ็บแน่นหน้าอก,chest_pain,1,-2,
1844,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,หน้ามืด,faint,1,0.2,
1845,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดคล้ายมีอวัยวะภายในฉีกขาด,tearing_pain,1,-1,
1846,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดเสียด แสบร้อน,burning_pain,1,2,
1847,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดท้องแบบเสียดแน่น,griping_pain,1,2,
1848,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดท้องร้าวไปยังสะบักขวา หรือร้าวไปหลัง,radiating_pain_to_right_shoulder_or_back,1,-1.5,
1849,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดบีบบิดเป็นพักๆ พักละนานกว่า 45 นาที,long_colicky_pain_45_mins,1,0.2,
1850,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดท้องแบบบีบบิด เป็นพักๆ,colicky_pain,1,0.5,
1851,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดมากขึ้นเมื่อรับประทานอาหาร,more_painful_when_eating,1,1.3,
1852,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ปวดมากขึ้นเมื่อออกแรงหรือออกกำลัง,more_painful_on_exertion,1,-1,
1853,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,นั่งพักแล้วอาการดีขึ้นเอง,relieve_when_rest,1,-0.5,
1854,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ใช้ยาลดกรดหรือใช้ยาเคลือบกระเพาะแล้วดีขึ้น,relieve_when_take_antacids,1,1,
1855,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,คลื่นไส้ อาเจียน,nausea_vomiting,1,1,
1856,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อิ่มเร็ว,full_fast,1,0.8,
1857,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ท้องอืด,bloating,1,0.5,
1858,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อาหารไม่ย่อย มีลมในท้อง,flatulence,1,1,
1859,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,แสบร้อนขึ้นกลางอก,heartburn,1,0.3,
1860,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ตัวเหลืองตาเหลือง,jaundice,1,-2,
1861,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,เบื่ออาหาร น้ำหนักลด,anorexia,1,1.2,
1862,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ท้องเสีย ถ่ายเหลว,diarrhea,1,0.2,
1863,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ใจสั่น,palpitation,1,-1,
1864,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,รู้สึกกลืนติดหรือกลืนลำบาก,dysphagia,1,0.6,
1865,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ไม่_อุจจาระสีซีดลง,pale_stool,0,1,
1866,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ใช้ยาแก้ปวดประจำ,use_painkillers_regularly,1,1.2,
1867,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,ดื่มสุราหรือเครื่องดื่มที่มีแอลกอฮอล์ประจำ,drink_alcohol_or_alcohol_regularly,1,1,
1868,abdominal_pain_chronic_greater_3_weeks,ibs,อายุ31-45,age_31_45,1,1.8,
1869,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,รับประทานอาหารไม่ตรงเวลา,not_eating_on_time,1,0.8,
1870,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,เพศชาย,male,1,0.4,
1871,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ<_15,age_<_15,1,-0.5,
1872,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ15-30,age_15_30,1,1.7,
1873,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ31-45,age_31_45,1,2,
1874,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ46-60,age_46_60,1,1.8,
1875,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ61-75,age_61_75,1,1.7,
1876,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,อายุ_> 76,age_>_76,1,1.5,
1877,abdominal_pain_acute_lesser_3_weeks_epigastrium,peptic_ulcer_disease,มะเร็ง,cancer,1,0.3,
1878,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ถ่ายดำ,maroon_stool,1,0.3,
1879,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,0.2,
1880,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,อาเจียนเป็นเลือด,blood_vomt,1,0.8,
1881,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ไข้,fever,1,-1,
1882,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ไข้สูงและหนาวสั่น,fever_with_chill,1,-3,
1883,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,เจ็บแน่นหน้าอก,chest_pain,1,-2,
1884,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดคล้ายมีอวัยวะภายในฉีกขาด,tearing_pain,1,-1,
1885,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดเสียด แสบร้อน,burning_pain,1,2,
1886,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดท้องแบบเสียดแน่น,griping_pain,1,1.5,
1887,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดท้องร้าวไปยังสะบักขวา หรือร้าวไปหลัง,radiating_pain_to_right_shoulder_or_back,1,-1,
1888,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดบีบบิดเป็นพักๆ พักละนานกว่า 45 นาที,long_colicky_pain_45_mins,1,0.2,
1889,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดท้องแบบบีบบิด เป็นพักๆ,colicky_pain,1,0.3,
1890,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดมากขึ้นเมื่อรับประทานอาหาร,more_painful_when_eating,1,1,
1891,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดมากขึ้นเวลารับประทานอาหารมัน,more_painful_when_eating_fat,1,0.2,
1892,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ปวดมากขึ้นเมื่อออกแรงหรือออกกำลัง,more_painful_on_exertion,1,-1,
1893,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,นั่งพักแล้วอาการดีขึ้นเอง,relieve_when_rest,1,-0.5,
1894,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ใช้ยาลดกรดหรือใช้ยาเคลือบกระเพาะแล้วดีขึ้น,relieve_when_take_antacids,1,1,
1895,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,คลื่นไส้ อาเจียน,nausea_vomiting,1,0.8,
1896,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,อิ่มเร็ว,full_fast,1,0.8,
1897,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ท้องอืด,bloating,1,0.7,
1898,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,อาหารไม่ย่อย มีลมในท้อง,flatulence,1,1,
1899,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,แสบร้อนขึ้นกลางอก,heartburn,1,0.3,
1900,abdominal_pain_acute_lesser_3_weeks_epigastrium,gastritis,ตัวเหลืองตาเหลือง,jaundice,1,-2,
